"#### EXPORT DONNEES METEO POUR ""NANTERRE"" (LAT/LON: 48.892423/2.215331)",,,,,,,,,,,,,,,,,,,,,
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE,,,,,,,,,,,,,,,,,,,,,
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt,,,,,,,,,,,,,,,,,,,,,
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
10/17/12,14,0,22,12,14,13,0.4,91,10,1008,76,14,12,11,119,122,122,0,2,6.8,météo très défavorable
10/18/12,19,0,19,14,19,16,0.3,94,7.875,1007,84.875,19,16,16,122,122,200,0,3,6.8,météo très défavorable
10/19/12,19,0,18,14,19,15,0.1,93,10,1013,51.625,20,14,15,116,116,116,0,3,10.4,météo favorable
10/20/12,15,0,11,13,14,13,0.1,97,6,1018,81.75,15,14,12,143,122,143,0,4,5.2,météo très défavorable
10/21/12,21,0,9,13,20,17,0,93,7.75,1016,61.125,24,17,16,122,116,116,0,3,10,météo très défavorable
10/22/12,22,0,7,13,21,17,0,91,9,1021,16.375,25,17,16,143,113,113,0,5,10.2,météo favorable
10/23/12,18,0,12,11,18,13,0,86,10,1022,16.125,18,13,11,116,113,113,0,4,10.2,météo favorable
10/24/12,14,0,12,7,13,9,0,71,10,1021,7.125,14,8,7,113,113,113,0,3,10.2,météo très défavorable
10/25/12,15,0,14,6,15,10,0,86,10,1016,3.875,16,9,8,113,113,113,0,3,10.2,météo très défavorable
10/26/12,11,0,29,9,11,7,0.1,85,10,1011,70.625,11,9,0,122,119,122,0,3,5.1,météo très défavorable
10/27/12,7,0,27,2,7,3,0,86,10,1016,24.625,7,0,-1,113,122,113,0,2,10,météo très défavorable
10/28/12,8,0,13,0,8,4,0,79,10,1019,29.125,9,2,2,113,113,116,0,2,10.1,météo très défavorable
10/29/12,11,0,15,4,10,7,0.3,91,8.375,1017,67.75,11,5,4,143,116,119,0,1,8.3,météo très défavorable
10/30/12,12,0,18,4,11,8,0,89,10,1011,80,12,7,3,122,119,122,0,3,5,météo très défavorable
10/31/12,11,0,18,3,10,8,0,94,10,1003,24.75,11,7,3,113,116,116,0,3,10,météo très défavorable
11/1/12,11,0,25,9,11,7,1.3,88,9.25,993,56.375,11,8,2,122,116,116,0,2,9.9,météo très défavorable
11/2/12,10,0,26,4,7,6,0.5,95,8.25,1003,46.625,10,7,2,116,143,113,0,2,6.6,météo très défavorable
11/3/12,10,0,16,8,10,7,0,96,7.75,1004,62.25,11,8,4,248,116,116,0,2,9.9,météo très défavorable
11/4/12,11,0,28,5,11,6,0,89,8,1004,27.375,11,8,3,116,113,113,0,2,9.8,météo très défavorable
11/5/12,10,0,18,5,10,6,0.1,97,5.75,1012,72.875,11,6,3,143,119,143,0,2,8.2,météo très défavorable
11/6/12,10,0,15,3,10,5,0,90,7,1026,37.125,10,6,2,143,113,116,0,1,9.8,météo très défavorable
11/7/12,11,0,16,7,11,9,0.2,90,9,1029,84,12,8,6,122,116,122,0,2,6.5,météo très défavorable
11/8/12,10,0,6,5,10,7,0,90,7,1027,31.875,11,6,5,143,113,116,0,2,9.7,météo très défavorable
11/9/12,8,0,13,3,7,7,0.6,96,9,1020,46.375,8,8,4,113,116,122,0,2,8.2,météo très défavorable
11/10/12,12,0,20,10,12,9,0.1,96,6.25,1007,87.125,12,11,4,248,122,119,0,2,4.8,météo très défavorable
11/11/12,9,0,8,4,9,4,0,94,7,1021,26.375,10,6,3,143,113,113,0,2,9.6,météo très défavorable
11/12/12,8,0,13,2,7,5,0,89,10,1028,34,8,4,3,113,113,116,0,2,9.6,météo très défavorable
11/13/12,9,0,9,6,9,6,0,92,9,1031,53.875,10,7,3,143,116,116,0,2,9.6,météo très défavorable
11/14/12,6,0,12,1,5,3,0,98,7.75,1029,23.625,7,4,1,113,113,248,0,2,9.5,météo très défavorable
11/15/12,6,0,8,2,6,2,0,96,4.5,1025,35.5,9,6,0,248,113,143,0,1,8.7,météo très défavorable
11/16/12,7,0,12,2,5,3,0,87,7,1021,19.75,8,4,1,143,113,113,0,1,8.7,météo très défavorable
11/17/12,10,0,13,4,9,8,0,95,7,1013,54.25,10,8,5,143,116,143,0,2,5.2,météo très défavorable
11/18/12,9,0,18,8,9,6,0,94,7.75,1017,59.625,10,8,3,122,116,113,0,2,8.7,météo très défavorable
11/19/12,10,0,13,5,10,9,0,97,4.75,1016,77.625,10,9,6,248,122,143,0,1,3.4,météo très défavorable
11/20/12,11,0,15,6,11,7,0,91,8.75,1017,44,11,7,3,116,116,116,0,2,8.7,météo très défavorable
11/21/12,10,0,21,5,10,7,0.1,94,10,1021,60.5,10,8,3,122,122,116,0,2,6.9,météo très défavorable
11/22/12,8,0,22,4,8,5,0,94,8,1023,24.375,9,5,1,116,113,113,0,2,8.7,météo très défavorable
11/23/12,9,0,21,6,9,9,0,95,10,1017,88.75,9,8,3,122,122,122,0,3,3.3,météo très défavorable
11/24/12,12,0,28,7,10,10,0.2,92,6.375,1018,59.75,12,9,6,143,119,119,0,2,5.1,météo très défavorable
11/25/12,11,0,24,9,11,7,0,93,10,1016,33.5,11,9,3,116,113,113,0,3,8.7,météo très défavorable
11/26/12,12,0,28,8,12,7,0,92,10,1010,74.5,12,8,2,119,122,122,0,3,3.3,météo très défavorable
11/27/12,8,0,15,6,8,4,0,94,9,1006,60.375,9,5,3,119,119,116,0,3,4,météo très défavorable
11/28/12,8,0,26,4,8,6,0.1,95,8,1008,70.75,8,4,0,116,122,122,0,1,2.1,météo très défavorable
11/29/12,7,0,20,3,7,4,0,94,10,1010,53.375,7,4,0,116,119,116,0,2,2.1,météo très défavorable
11/30/12,4,0,4,0,4,0,0,92,7,1015,51.375,5,2,1,143,116,113,0,1,5.8,météo très défavorable
12/1/12,5,0,20,0,5,2,0,92,10,1017,59,6,1,-2,116,113,116,0,1,5.8,météo très défavorable
12/2/12,5,0,13,1,5,0,0,84,9,1019,26.875,6,2,-2,116,113,113,0,1,5.8,météo très défavorable
12/3/12,9,0,26,3,8,6,1.4,97,9.875,1019,73.25,9,8,-1,122,122,116,0,2,3.9,météo très défavorable
12/4/12,6,0,21,3,6,3,1.4,93,8.875,1007,74.375,6,6,-1,119,122,122,0,2,3.9,météo très défavorable
12/5/12,4,0,19,0,4,1,0.1,93,7.875,1012,46.75,5,2,-4,143,116,116,0,2,3.9,météo très défavorable
12/6/12,3,0,20,0,3,1,0,87,10,1020,81.875,4,0,-4,119,122,122,0,1,3.9,météo très défavorable
12/7/12,4,0,28,0,3,3,0.9,97,8.375,1011,76.75,4,2,-3,122,116,119,0,1,5.8,météo très défavorable
12/8/12,3,0,15,2,3,-1,0,97,7.75,1028,67,4,3,-2,119,119,143,0,1,2.1,météo très défavorable
12/9/12,6,0,28,1,6,5,0,96,9,1028,85.625,6,5,-3,119,122,122,0,1,2.1,météo très défavorable
12/10/12,5,0,17,3,5,3,0.1,89,10,1023,72,5,4,0,116,119,119,0,1,2.1,météo très défavorable
12/11/12,3,0,12,0,3,-1,0,88,9,1029,14.375,4,2,-1,116,113,113,0,1,5.8,météo très défavorable
12/12/12,0,0,14,-3,0,-3,0,84,10,1028,24,1,0,-8,113,113,116,0,2,5.8,météo très défavorable
12/13/12,2,0,18,-3,2,2,0.3,97,6.75,1013,85.125,2,2,-5,122,122,143,0,2,2,météo très défavorable
12/14/12,9,0,41,3,7,9,1.2,96,9.875,1003,80.625,9,8,-1,119,122,116,0,1,2,météo très défavorable
12/15/12,10,0,26,6,10,8,0.1,91,10,1003,43.75,10,6,1,116,116,119,0,3,5.8,météo très défavorable
12/16/12,9,0,23,6,9,7,0.2,96,9,1007,44.75,10,7,2,116,116,143,0,3,5.8,météo très défavorable
12/17/12,9,0,22,5,9,5,0.5,94,10,1012,74.25,9,6,0,119,119,116,0,2,2,météo très défavorable
12/18/12,8,0,17,5,8,5,0.3,92,10,1021,66.125,8,6,3,122,119,113,0,1,2,météo très défavorable
12/19/12,6,0,22,4,6,5,0,93,9,1021,67.125,6,4,1,113,122,122,0,1,2,météo très défavorable
12/20/12,7,0,25,5,6,7,0.8,96,9,1014,94.875,8,7,-1,122,122,116,0,2,2,météo très défavorable
12/21/12,8,0,14,5,8,7,0,96,7,1019,50.875,8,7,3,143,116,143,0,2,5.8,météo très défavorable
12/22/12,12,0,31,6,7,12,0.9,98,8.875,1020,90.25,12,11,1,122,122,122,0,2,2,météo très défavorable
12/23/12,13,0,32,12,13,12,0,94,10,1012,76.125,13,11,8,116,119,119,0,3,2,météo très défavorable
12/24/12,11,0,26,8,11,10,0,91,10,1012,33,11,9,5,116,113,116,0,2,3.9,météo très défavorable
12/25/12,11,0,33,8,11,8,0.2,92,9.375,1009,51,11,7,4,122,116,113,0,3,5.8,météo très défavorable
12/26/12,10,0,39,5,10,9,0.5,92,9,1016,72,10,8,2,116,122,122,0,3,3.2,météo très défavorable
12/27/12,10,0,37,9,10,7,0.7,93,10,1020,74.75,10,8,4,122,116,116,0,2,6.9,météo très défavorable
12/28/12,10,0,22,6,9,10,0.1,96,10,1026,96.625,10,9,4,122,122,122,0,2,3.2,météo très défavorable
12/29/12,11,0,28,7,11,9,0,88,10,1022,43.375,11,8,3,116,113,119,0,2,6.9,météo très défavorable
12/30/12,9,0,26,4,9,7,0,92,10,1023,31.75,9,5,0,113,116,119,0,3,5,météo très défavorable
12/31/12,10,0,31,6,10,8,0.1,94,10,1023,66.25,10,7,2,119,122,116,0,3,3.2,météo très défavorable
1/1/13,8,0,22,7,8,4,0.9,93,9.875,1018,55.25,8,6,0,119,116,113,0,2,8.6,météo très défavorable
1/2/13,7,0,16,2,7,6,0.1,95,10,1031,63.125,8,6,1,113,116,122,0,2,6.9,météo très défavorable
1/3/13,10,0,14,8,10,9,0.1,97,9,1039,87.875,11,9,6,122,119,143,0,2,3.2,météo très défavorable
1/4/13,9,0,10,7,9,9,0,95,5.5,1040,90.5,10,8,7,143,119,122,0,2,3.2,météo très défavorable
1/5/13,9,0,10,8,9,8,0,93,8,1038,70.375,10,8,7,116,116,119,0,2,5.1,météo très défavorable
1/6/13,8,0,8,6,8,6,0,94,8,1036,67.625,8,6,4,143,122,116,0,2,5.1,météo très défavorable
1/7/13,7,0,8,3,7,3,0,96,4,1031,38.375,8,5,2,143,116,143,0,1,8.7,météo très défavorable
1/8/13,5,0,9,2,4,4,0,93,8.75,1029,71.25,5,3,2,248,122,122,0,2,3.3,météo très défavorable
1/9/13,5,0,14,1,5,5,0.1,95,6.75,1028,81.625,6,4,-1,248,122,122,0,2,3.3,météo très défavorable
1/10/13,8,0,11,5,7,6,0.1,96,3.75,1020,95.375,8,7,3,143,122,143,0,1,3.3,météo très défavorable
1/11/13,7,0,10,3,6,4,0,93,7.75,1019,70.5,7,5,1,143,116,119,0,2,5.1,météo très défavorable
1/12/13,4,0,16,3,4,3,0.1,97,4.75,1017,87.5,4,4,-1,248,143,143,0,1,3.3,météo très défavorable
1/13/13,4,0,18,3,4,1,0.3,94,6.125,1017,90.5,4,3,-6,143,122,122,0.2,1,3.3,météo très défavorable
1/14/13,1,0,29,-3,0,-1,0,91,10,1018,56,1,0,-7,122,113,119,0,2,6.9,météo très défavorable
1/15/13,3,0,26,-1,3,-1,0.2,92,9.625,1012,71.625,3,1,-4,116,122,116,0.2,1,5.1,météo très défavorable
1/16/13,-2,0,12,-5,-2,-5,0.1,94,7.375,1015,28.5,1,0,-10,143,113,113,0.1,1,8.7,météo très défavorable
1/17/13,-3,0,7,-9,-3,-8,0,94,9,1019,11.125,0,0,-10,113,113,143,0,2,8.7,météo très défavorable
1/18/13,-2,0,19,-6,-3,-3,0,95,8.75,1015,72.125,0,0,-11,260,122,119,0,2,3.3,météo très défavorable
1/19/13,-1,0,22,-3,-1,-2,0.3,96,9.375,996,96.25,0,0,-9,122,119,122,0.2,1,3.3,météo très défavorable
1/20/13,-1,0,18,-4,-4,-2,0.6,97,5.75,995,95,0,0,-11,122,143,143,0.6,1,3.3,météo très défavorable
1/21/13,0,0,14,-1,0,0,0.2,99,7,1000,75.5,1,1,-7,122,119,122,0,1,3.4,météo très défavorable
1/22/13,1,0,19,-3,0,1,0,100,6.75,1003,74.25,1,1,-8,143,122,122,0,1,3.4,météo très défavorable
1/23/13,2,0,8,-4,2,0,0,100,0.5,1008,94,2,2,-1,260,248,248,0,1,3.4,météo très défavorable
1/24/13,1,0,17,1,0,-3,0,97,6,1019,81.875,1,1,-8,143,119,119,0,1,3.4,météo très défavorable
1/25/13,-2,0,19,-7,-3,-4,0,94,9,1020,64.25,0,0,-11,143,116,122,0,1,5.2,météo très défavorable
1/26/13,3,0,21,-2,1,1,0.5,100,6.375,1016,83.25,3,3,-6,122,248,248,0,2,3.4,météo très défavorable
1/27/13,6,0,34,2,4,3,1.5,99,9.875,1013,71.25,6,5,-4,122,122,122,0,2,5.2,météo très défavorable
1/28/13,7,0,35,1,7,5,0,94,10,1018,49.875,8,6,-2,122,116,119,0,2,6.9,météo très défavorable
1/29/13,10,0,39,9,10,10,0.1,95,10,1015,89.75,10,10,4,122,122,122,0,2,3.4,météo très défavorable
1/30/13,13,0,36,11,13,8,0.1,93,10,1022,52,13,10,3,122,119,113,0,3,7,météo très défavorable
1/31/13,10,0,33,4,10,8,0.1,95,10,1024,53.5,10,8,0,119,122,116,0,3,5.2,météo très défavorable
2/1/13,9,0,24,6,8,7,1,95,6,1018,98.5,9,8,1,122,143,122,0,2,3.5,météo très défavorable
2/2/13,5,0,30,2,5,2,0.3,89,8,1021,41.5,6,3,-4,116,119,116,0,1,7,météo très défavorable
2/3/13,5,0,26,0,5,3,0.3,93,9,1026,57.375,5,3,-3,116,116,122,0,2,5.2,météo très défavorable
2/4/13,10,0,25,7,10,6,0,96,10,1018,81.875,10,9,2,119,119,116,0,2,5.2,météo très défavorable
2/5/13,6,0,30,4,5,1,0.1,93,10,1016,64.875,6,5,-5,122,122,113,0,2,5.2,météo très défavorable
2/6/13,6,0,30,3,6,4,0.4,91,8.875,1011,76.5,6,3,-3,122,113,122,0,1,7,météo très défavorable
2/7/13,4,0,19,0,4,2,0,88,10,1019,61.375,4,0,-3,116,119,116,0,1,5.3,météo très défavorable
2/8/13,5,0,19,-1,5,1,0.1,94,9.625,1020,61.125,5,0,-4,113,122,119,0.1,1,3.7,météo très défavorable
2/9/13,2,0,14,0,1,-2,0.7,93,8,1021,52.875,3,0,-6,143,116,113,0.6,1,8.7,météo très défavorable
2/10/13,1,0,32,-1,1,0,1,98,9.875,1016,88.625,1,1,-7,122,122,122,0,2,3.7,météo très défavorable
2/11/13,4,0,18,2,4,2,0.3,100,0.75,1003,87.25,5,5,-2,248,248,143,0,1,5.4,météo très défavorable
2/12/13,2,0,11,1,2,1,0.1,95,6.75,1018,95.125,2,2,-3,143,122,122,0.1,1,3.8,météo très défavorable
2/13/13,1,0,15,-1,1,-1,0.1,77,10,1025,75.5,2,0,-5,119,122,119,0,1,5.4,météo très défavorable
2/14/13,6,0,27,-1,2,4,0.6,96,9,1024,80.375,6,5,-5,122,122,116,0,1,5.4,météo très défavorable
2/15/13,9,0,13,1,9,5,0,92,8,1023,41,9,4,2,143,113,119,0,2,10,météo très défavorable
2/16/13,8,0,10,0,8,4,0,86,10,1025,24,9,3,1,113,113,119,0,2,10,météo très défavorable
2/17/13,6,0,17,1,4,2,0,96,7.75,1024,36,6,1,-4,116,113,113,0,1,10.6,météo très défavorable
2/18/13,6,0,15,-1,5,1,0,95,8,1020,21.625,7,1,-3,143,113,113,0,2,10.6,météo très défavorable
2/19/13,8,0,10,-1,7,2,0,86,7,1020,26.375,9,1,-1,143,113,113,0,1,10.7,météo très défavorable
2/20/13,7,0,20,0,7,2,0,85,10,1021,21.25,7,1,-6,116,119,113,0,2,10,météo très défavorable
2/21/13,2,0,26,-3,2,-1,0,68,10,1021,39.125,2,0,-7,113,122,119,0,2,8.5,météo très défavorable
2/22/13,1,0,28,-4,0,-3,0,66,10,1017,31.25,1,0,-9,113,119,113,0,2,8.5,météo très défavorable
2/23/13,0,0,24,-6,-1,-2,0,75,10,1018,69.375,0,0,-10,116,116,122,0,1,8.5,météo très défavorable
2/24/13,2,0,25,-3,1,0,0.1,94,9.375,1019,94,2,0,-6,122,122,122,0.1,1,5.4,météo très défavorable
2/25/13,2,0,20,-2,2,0,0.1,97,6.125,1023,99.5,2,1,-5,122,122,143,0.1,1,5.4,météo très défavorable
2/26/13,3,0,17,-3,3,1,0,97,6.5,1030,85.5,4,1,-4,143,122,122,0,1,5.5,météo très défavorable
2/27/13,3,0,16,1,3,1,0.2,100,9,1030,88.125,3,3,-4,122,119,122,0,1,5.5,météo très défavorable
2/28/13,2,0,12,-1,2,1,0,97,2.75,1029,85.625,3,2,-3,143,143,143,0,1,5.5,météo très défavorable
3/1/13,4,0,20,1,4,2,0,90,7.75,1026,85.25,4,1,-3,248,122,119,0,1,5.5,météo très défavorable
3/2/13,4,0,14,1,3,2,0,84,10,1026,97.25,4,1,-2,122,122,122,0,1,5.5,météo très défavorable
3/3/13,7,0,16,-1,5,3,0,87,10,1025,34.375,8,1,-2,116,113,113,0,1,11.1,météo très défavorable
3/4/13,12,0,17,-1,10,7,0,90,10,1018,6.5,12,7,0,113,113,113,0,2,11.1,météo très défavorable
3/5/13,12,0,17,3,11,9,0,82,10,1009,47.75,12,7,5,116,116,122,0,3,10.1,météo très défavorable
3/6/13,15,0,13,7,14,11,0,90,10,1003,64.875,16,9,9,116,119,122,0,3,5.6,météo très défavorable
3/7/13,13,0,15,8,11,10,0,93,6.75,999,81.875,13,9,7,248,122,122,0,2,5.6,météo très défavorable
3/8/13,12,0,26,9,12,9,0.3,95,5.75,1002,73.25,13,10,6,248,122,116,0,3,7.1,météo très défavorable
3/9/13,15,0,10,6,14,9,0.3,91,7.875,1004,31.375,16,8,6,143,116,113,0,2,11.3,météo très défavorable
3/10/13,9,0,17,4,8,4,0,86,7,1003,66.75,10,5,-2,143,119,119,0,2,7.2,météo très défavorable
3/11/13,2,0,26,0,1,-1,0,94,10,1002,98.25,2,0,-7,122,122,122,0,1,5.7,météo très défavorable
3/12/13,-1,0,31,-3,-2,-3,0.3,93,9.375,1006,96,0,0,-10,122,122,122,0.2,1,5.7,météo très défavorable
3/13/13,3,0,12,-8,1,0,0.2,94,8.875,1011,43,3,1,-6,143,122,116,0,2,8.7,météo très défavorable
3/14/13,3,0,18,-5,3,-1,0.1,93,6.375,1017,27.5,3,1,-5,260,113,113,0.1,1,11.5,météo très défavorable
3/15/13,6,0,21,-4,5,2,0,84,9,1017,45,6,0,-4,116,116,122,0,1,10.1,météo très défavorable
3/16/13,7,0,26,0,6,5,0.4,95,9,1012,88,7,3,-2,122,122,116,0,1,7.2,météo très défavorable
3/17/13,8,0,23,3,8,4,0.6,95,8.875,1000,68.125,9,5,-2,119,122,113,0,1,7.4,météo très défavorable
3/18/13,7,0,17,0,5,3,0.1,95,8,995,61.875,7,4,-2,116,122,143,0,1,6.2,météo très défavorable
3/19/13,9,0,18,2,9,5,0.1,98,7.75,1000,70.875,9,4,1,119,116,143,0,2,6.2,météo très défavorable
3/20/13,8,0,22,2,8,4,0.1,95,6.5,1015,73.125,9,4,0,248,122,116,0,1,10.3,météo très défavorable
3/21/13,10,0,15,0,8,6,0,94,7,1017,61.125,10,5,2,143,116,119,0,1,8.9,météo très défavorable
3/22/13,13,0,25,2,12,9,0,82,10,1014,46.875,13,4,2,116,116,116,0,1,11.6,météo très défavorable
3/23/13,11,0,13,4,10,7,0.1,94,8,1007,82.25,11,7,1,143,119,122,0,2,6.3,météo très défavorable
3/24/13,8,0,17,3,6,4,0.1,86,9.875,1009,83.25,8,4,-2,122,119,119,0,1,7.6,météo très défavorable
3/25/13,7,0,17,1,6,4,0,75,10,1010,82,8,0,-1,122,116,122,0,1,6.3,météo très défavorable
3/26/13,6,0,14,0,5,4,0,66,10,1010,73,6,0,0,119,122,122,0,1,7.7,météo très défavorable
3/27/13,6,0,11,0,5,3,0,68,10,1009,63.25,6,0,-1,122,119,116,0,2,9,météo très défavorable
3/28/13,7,0,11,-1,6,2,0,92,10,1012,55.125,7,0,-4,122,116,122,0,2,7.7,météo très défavorable
3/29/13,7,0,13,-3,6,2,0,79,10,1012,24.75,7,0,-4,113,113,116,0,2,11.6,météo très défavorable
3/30/13,7,0,18,-1,5,2,0,78,10,1011,29.125,7,0,-5,116,113,113,0,2,11.6,météo très défavorable
3/31/13,6,0,14,-3,5,2,0,76,10,1013,9.375,7,0,-5,113,113,116,0,2,11.6,météo très défavorable
4/1/13,8,0,25,-3,7,4,0,83,10,1009,4.875,8,0,-3,113,113,113,0,2,11.6,météo très défavorable
4/2/13,9,0,22,-2,8,5,0,75,10,1011,12.375,9,0,-1,113,113,116,0,2,11.6,météo très défavorable
4/3/13,8,0,16,-1,8,4,0,95,10,1013,51.5,8,1,-2,116,116,116,0,2,10.3,météo très défavorable
4/4/13,8,0,22,0,8,5,0.2,85,9,1009,80.375,8,2,-1,122,119,122,0,1,7.8,météo très défavorable
4/5/13,9,0,18,2,7,5,0,84,10,1013,85,9,3,-2,119,122,119,0,1,6.5,météo très défavorable
4/6/13,8,0,17,1,7,5,0,89,10,1024,63.625,8,0,-1,122,119,116,0,2,7.8,météo très défavorable
4/7/13,11,0,10,-1,10,7,0,67,7,1025,22.25,11,1,3,143,113,113,0,1,11.6,météo très défavorable
4/8/13,10,0,11,3,9,5,0,94,10,1010,74,10,4,2,119,122,116,0,1,7.8,météo très défavorable
4/9/13,11,0,24,4,11,8,2.4,100,7.5,1002,85.875,11,8,3,122,122,143,0,1,7.9,météo très défavorable
4/10/13,13,0,26,6,12,9,0,97,9.875,1008,88.5,13,8,6,122,119,122,0,2,6.6,météo très défavorable
4/11/13,13,0,22,10,13,11,0.9,97,8.375,1003,89.625,14,10,7,122,122,122,0,3,6.6,météo très défavorable
4/12/13,12,0,31,8,12,10,0.9,96,9.75,1011,67.625,12,8,4,122,200,116,0,3,7.9,météo très défavorable
4/13/13,13,0,19,5,13,12,0,94,7.75,1020,72.75,13,11,8,248,122,122,0,2,7.9,météo très défavorable
4/14/13,23,0,21,10,22,19,0.1,91,10,1021,22.25,25,18,17,116,113,113,0,4,11.6,météo favorable
4/15/13,18,0,13,12,17,14,0.2,89,10,1022,30.75,18,13,11,116,116,113,0,4,11.6,météo favorable
4/16/13,17,0,21,10,17,14,0,90,8,1023,45.25,17,12,12,143,116,116,0,4,9.3,météo très défavorable
4/17/13,23,0,19,11,21,19,0.5,94,9,1023,30.75,25,17,17,116,113,113,0,3,11.6,météo favorable
4/18/13,16,0,23,10,16,13,0,81,8.75,1023,35.5,16,14,7,248,116,113,0,4,11.6,météo très défavorable
4/19/13,11,0,17,5,11,8,0.1,96,9,1029,47.375,12,6,2,143,122,116,0,3,9.3,météo très défavorable
4/20/13,12,0,22,5,12,9,0.1,80,8.75,1031,47,13,4,2,116,113,113,0,1,10.5,météo très défavorable
4/21/13,15,0,12,3,14,12,0,79,10,1026,25.125,15,7,5,113,113,119,0,2,10.5,météo très défavorable
4/22/13,13,0,12,4,13,10,0,88,10,1020,24.25,14,7,6,116,113,113,0,2,11.6,météo très défavorable
4/23/13,16,0,13,8,15,13,0,91,10,1025,55.625,16,12,10,122,119,116,0,3,8.2,météo très défavorable
4/24/13,21,0,6,10,20,17,0,92,8,1027,7.125,26,16,14,143,113,113,0,3,11.6,météo favorable
4/25/13,24,0,8,13,23,18,0,79,8,1026,4,27,15,15,113,113,113,0,2,11.6,météo favorable
4/26/13,16,0,24,13,14,7,0.6,90,9,1017,53.625,16,11,4,116,122,122,0,4,11.3,météo très défavorable
4/27/13,12,0,19,5,12,8,0,87,10,1016,57,12,4,2,119,116,116,0,1,14.5,météo très défavorable
4/28/13,12,0,8,3,11,8,0.1,84,10,1018,49.75,13,4,3,116,122,116,0,1,13.4,météo très défavorable
4/29/13,13,0,15,4,13,11,0,81,10,1022,27,13,6,3,113,119,116,0,2,13.4,météo très défavorable
4/30/13,13,0,21,6,13,9,0.2,95,9,1022,68.125,13,9,7,116,116,122,0,1,11.3,météo très défavorable
5/1/13,15,0,21,6,14,11,0,99,8.75,1021,72.125,15,11,8,116,122,122,0,3,9.2,météo très défavorable
5/2/13,18,0,15,9,17,14,0,97,5.25,1020,71.25,18,11,8,143,116,116,0,2,12.4,météo très défavorable
5/3/13,17,0,16,7,17,13,0.9,84,7.5,1020,65.125,17,11,6,116,119,116,0,2,11.4,météo très défavorable
5/4/13,18,0,13,7,16,14,0,90,6.75,1023,43.75,18,10,10,143,116,116,0,2,13.5,météo favorable
5/5/13,18,0,10,11,18,15,0.1,90,10,1024,48.75,19,11,9,116,113,119,0,2,12.4,météo favorable
5/6/13,18,0,8,9,18,16,0,92,8,1023,30.25,19,13,11,113,116,116,0,2,14.5,météo favorable
5/7/13,20,0,5,11,20,17,0.1,88,8,1018,27.625,21,13,12,116,119,113,0,2,13.5,météo très défavorable
5/8/13,19,0,22,12,19,16,0.2,96,8,1013,59.375,19,15,12,143,119,119,0,4,10.4,météo très défavorable
5/9/13,16,0,19,9,16,13,0.1,80,7.75,1016,56.125,16,12,9,122,113,119,0,3,12.5,météo très défavorable
5/10/13,14,0,18,9,13,13,0,95,9,1019,61.375,14,10,7,122,116,116,0,3,12.5,météo très défavorable
5/11/13,16,0,24,10,16,13,0.4,89,8.875,1018,56.375,16,9,7,116,119,116,0,2,12.5,météo très défavorable
5/12/13,14,0,20,7,14,12,0,85,10,1020,62.875,14,8,8,119,119,119,0,3,10.5,météo très défavorable
5/13/13,14,0,21,10,14,14,0,90,10,1019,84.75,14,11,10,122,122,122,0,2,9.5,météo très défavorable
5/14/13,13,0,18,9,13,13,0.1,96,7.75,1015,93,13,10,9,122,122,122,0,2,9.5,météo très défavorable
5/15/13,14,0,18,8,14,12,0.1,94,9,1003,71.5,14,10,8,119,116,116,0,3,10.5,météo très défavorable
5/16/13,15,0,8,9,15,12,1.1,95,6.875,1003,67.75,16,10,7,143,122,113,0,2,12.5,météo très défavorable
5/17/13,16,0,12,8,16,12,0,94,6.5,1008,58.25,16,9,5,143,116,116,0,2,14.5,météo très défavorable
5/18/13,16,0,14,7,16,13,0.4,95,6.5,1009,66.5,16,11,9,116,113,116,0,1,12.5,météo très défavorable
5/19/13,16,0,9,9,16,12,0.6,98,5.25,1012,86.5,16,11,9,248,119,122,0,2,9.6,météo très défavorable
5/20/13,12,0,18,9,12,10,1.1,99,4.875,1012,96.625,12,11,8,248,122,143,0,2,9.6,météo très défavorable
5/21/13,12,0,17,10,12,11,2.2,95,6.375,1017,91.375,13,10,8,248,122,119,0,2,10.6,météo très défavorable
5/22/13,16,0,16,8,15,13,0,94,8.75,1019,57.125,16,9,6,119,113,116,0,3,12.5,météo très défavorable
5/23/13,12,0,24,8,12,7,0.4,95,7,1016,52.625,12,7,1,113,119,116,0,2,15.4,météo très défavorable
5/24/13,9,0,14,4,8,7,0,99,5.25,1013,85.75,9,7,3,122,116,248,0,1,12.8,météo très défavorable
5/25/13,14,0,19,5,14,10,0.4,95,7.75,1021,52,14,8,3,119,116,113,0,1,15.8,météo très défavorable
