"#### EXPORT DONNEES METEO POUR ""NANTERRE"" (LAT/LON: 48.892423/2.215331)",,,,,,,,,,,,,,,,,,,,,
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE,,,,,,,,,,,,,,,,,,,,,
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt,,,,,,,,,,,,,,,,,,,,,
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
1/1/10,1,0,24,-1,1,-1,0,89,10,1010,65.5,1,0,-6,122,122,113,0,1,6.9,météo très défavorable
1/2/10,2,0,17,-2,2,0,0,94,10,1021,37,2,0,-6,113,119,113,0,2,5.1,météo très défavorable
1/3/10,3,0,20,-1,3,-3,0,89,10,1022,17.75,4,0,-10,116,113,113,0,2,8.6,météo très défavorable
1/4/10,-2,0,14,-6,-3,-5,0,75,10,1021,0.875,1,0,-10,113,113,113,0,2,8.6,météo très défavorable
1/5/10,-1,0,6,-5,-2,-5,0,88,10,1014,60.5,0,0,-7,116,119,116,0,2,5.1,météo très défavorable
1/6/10,-3,0,12,-6,-3,-4,0,83,10,1004,55.125,0,0,-10,116,119,116,0,2,5.1,météo très défavorable
1/7/10,-3,0,13,-6,-4,-8,0.5,94,9.375,1014,34.875,0,0,-11,116,116,113,0.3,2,8.7,météo très défavorable
1/8/10,-3,0,31,-8,-4,-5,0,94,10,1017,32.75,0,0,-14,113,113,119,0,2,6.9,météo très défavorable
1/9/10,-2,0,30,-5,-3,-2,0.1,91,9,1017,100,0,0,-11,122,122,122,0,1,3.3,météo très défavorable
1/10/10,0,0,10,-2,0,-3,0.1,93,10,1017,94.375,0,0,-5,122,122,119,0,1,3.3,météo très défavorable
1/11/10,0,0,5,-4,0,-3,0,95,8,1020,52.125,1,0,-4,143,116,116,0,1,6.9,météo très défavorable
1/12/10,0,0,22,-6,0,-2,0,96,5.75,1020,60.375,0,0,-10,260,119,119,0,1,5.1,météo très défavorable
1/13/10,2,0,19,-2,2,2,0,100,2,1004,99.625,3,2,-3,143,248,248,0,1,3.3,météo très défavorable
1/14/10,2,0,16,2,2,-2,0,98,6,1011,70.25,3,2,-3,119,143,143,0,1,6.9,météo très défavorable
1/15/10,4,0,17,0,4,0,0.1,98,4.25,1024,52.75,4,3,-5,248,119,143,0,1,6.9,météo très défavorable
1/16/10,7,0,26,2,2,4,1.4,97,9.75,1022,89.25,7,6,-4,119,122,122,0,1,3.3,météo très défavorable
1/17/10,8,0,22,6,7,6,0,97,8,1024,63,8,8,1,116,119,143,0,2,5.1,météo très défavorable
1/18/10,5,0,7,0,5,0,0,97,3.25,1028,51.375,7,5,-1,248,116,143,0,1,8.7,météo très défavorable
1/19/10,3,0,15,-1,2,0,0,93,8,1027,21.5,4,1,-5,143,113,113,0,1,8.7,météo très défavorable
1/20/10,4,0,20,-1,1,4,0.4,97,8,1017,65,4,4,-5,116,122,143,0,2,3.3,météo très défavorable
1/21/10,5,0,9,2,5,3,0,96,4.5,1023,87.25,6,3,0,248,119,143,0,1,3.4,météo très défavorable
1/22/10,7,0,16,1,7,3,0,94,6,1023,52.75,7,4,-1,143,116,143,0,1,8.7,météo très défavorable
1/23/10,4,0,13,2,4,2,0,91,10,1022,84.625,4,2,-1,122,122,119,0,1,3.4,météo très défavorable
1/24/10,5,0,15,2,5,4,0.1,95,9,1026,85.25,5,4,-1,143,122,119,0,1,3.4,météo très défavorable
1/25/10,5,0,14,-1,4,2,0.1,97,5.75,1032,70.875,5,3,-4,260,122,143,0,1,3.4,météo très défavorable
1/26/10,0,0,26,-1,0,-3,0,84,7.75,1037,35.25,1,0,-11,116,116,113,0,1,8.7,météo très défavorable
1/27/10,1,0,20,-5,-1,-1,0,65,10,1038,19.875,1,0,-8,116,113,116,0,2,8.7,météo très défavorable
1/28/10,5,0,16,3,5,2,0.1,96,10,1018,83.875,5,3,-2,122,116,119,0,1,5.2,météo très défavorable
1/29/10,4,0,29,4,4,3,0,99,10,1006,95.75,4,4,-3,122,122,122,0,1,3.4,météo très défavorable
1/30/10,2,0,20,-2,2,-1,0,92,10,1005,16.5,2,0,-5,116,113,113,0,2,8.7,météo très défavorable
1/31/10,4,0,17,-2,4,-1,0,85,8,1011,32.125,4,0,-7,143,113,116,0,1,8.7,météo très défavorable
2/1/10,4,0,20,0,3,-1,0,95,10,1020,55.25,4,0,-6,122,113,116,0,1,8.7,météo très défavorable
2/2/10,6,0,36,2,3,5,0.8,98,8,1020,90.875,6,5,-4,122,122,122,0,1,3.5,météo très défavorable
2/3/10,9,0,24,6,9,8,0.5,98,7.75,1013,98.875,9,7,2,122,122,248,0,2,3.5,météo très défavorable
2/4/10,9,0,19,3,9,5,0,94,8.75,1014,35.75,9,7,1,248,113,113,0,3,8.7,météo très défavorable
2/5/10,9,0,21,6,9,6,0.4,95,9.875,1009,49.625,10,6,2,122,113,113,0,2,8.7,météo très défavorable
2/6/10,6,0,17,3,6,4,0.2,100,6.375,1018,94.25,6,6,1,248,248,122,0,1,3.5,météo très défavorable
2/7/10,5,0,9,3,5,3,0,92,9,1022,73.375,5,3,2,122,119,119,0,1,3.5,météo très défavorable
2/8/10,3,0,15,2,3,2,0.3,91,9.375,1015,83.625,3,2,-3,122,122,119,0.2,2,3.7,météo très défavorable
2/9/10,0,0,21,-2,-1,-3,0.1,84,9.375,1010,65.75,1,0,-10,122,122,113,0.1,2,5.4,météo très défavorable
2/10/10,2,0,31,-3,2,-3,0.1,88,9,1012,49.75,2,0,-10,119,116,113,0,2,7,météo très défavorable
2/11/10,-1,0,34,-4,-2,-2,0.3,78,6.75,1016,96.25,0,0,-11,122,122,122,0,1,3.7,météo très défavorable
2/12/10,0,0,22,-6,-1,-4,0,96,10,1020,42.875,0,0,-12,116,113,119,0,1,7.1,météo très défavorable
2/13/10,-2,0,17,-5,-2,-3,0,91,7.75,1020,85,0,0,-11,143,119,122,0,1,3.8,météo très défavorable
2/14/10,1,0,9,-7,0,-5,0,89,10,1018,32.625,1,0,-7,116,116,116,0,2,8.7,météo très défavorable
2/15/10,1,0,17,-3,1,-1,0,91,9,1013,57.875,2,0,-7,143,119,116,0,2,5.1,météo très défavorable
2/16/10,2,0,14,-5,2,-3,0,94,10,1005,4.125,5,0,-7,113,113,113,0,2,10.6,météo très défavorable
2/17/10,5,0,12,0,4,2,0.4,97,4.125,995,71.25,5,4,-2,260,122,143,0,1,5.3,météo très défavorable
2/18/10,6,0,26,-1,6,5,0,93,6.75,997,56.75,6,5,-3,143,122,116,0,1,6.9,météo très défavorable
2/19/10,6,0,21,2,5,2,0.1,94,9,998,59.125,6,3,-3,143,119,116,0,1,8.5,météo très défavorable
2/20/10,5,0,22,0,5,2,0.1,86,8,1001,51.5,5,0,-3,143,119,116,0,1,6.9,météo très défavorable
2/21/10,7,0,22,-1,6,3,0.1,95,6.75,1001,57.375,7,3,-3,260,119,143,0,1,8.5,météo très défavorable
2/22/10,11,0,37,6,10,10,0.2,96,10,993,79.875,11,8,3,122,119,119,0,2,6.9,météo très défavorable
2/23/10,13,0,27,8,12,9,0.3,93,9,996,86.75,13,9,5,143,122,119,0,2,7,météo très défavorable
2/24/10,11,0,47,6,9,8,0,93,9.5,998,85.25,11,7,3,200,122,122,0,3,5.4,météo très défavorable
2/25/10,10,0,30,7,9,10,0.2,94,10,998,76.25,10,9,4,122,119,116,0,2,7,météo très défavorable
2/26/10,9,0,36,8,7,6,0.4,91,8.875,1005,62.125,9,8,-1,200,122,113,0,2,8.5,météo très défavorable
2/27/10,11,0,28,4,11,8,0,90,10,1006,42.625,11,6,2,116,116,119,0,2,10.1,météo très défavorable
2/28/10,12,0,61,9,7,6,0.2,90,10,1004,98.125,12,10,1,122,122,119,0,2,5.5,météo très défavorable
3/1/10,10,0,11,1,10,6,0,86,9,1014,42.375,10,4,3,143,116,116,0,2,10.1,météo très défavorable
3/2/10,10,0,17,3,10,5,0.2,88,7.75,1024,41.75,11,5,0,248,113,113,0,1,11.1,météo très défavorable
3/3/10,7,0,28,1,7,4,0,73,10,1023,59.875,7,1,-2,116,119,122,0,2,5.5,météo très défavorable
3/4/10,7,0,30,1,7,2,0,77,10,1024,50.125,7,0,-4,122,116,113,0,1,10.1,météo très défavorable
3/5/10,6,0,12,-2,5,0,0,86,10,1030,10.625,7,0,-4,116,113,113,0,2,11.2,météo très défavorable
3/6/10,6,0,22,1,6,1,0,86,10,1026,26.625,6,2,-8,119,113,113,0,2,10.1,météo très défavorable
3/7/10,4,0,34,-4,3,0,0,58,10,1029,3,4,0,-8,113,113,113,0,2,11.2,météo très défavorable
3/8/10,6,0,31,-3,5,0,0,84,10,1026,4,6,0,-7,113,113,113,0,2,11.3,météo très défavorable
3/9/10,4,0,32,-3,3,0,0,61,10,1024,7.625,4,0,-8,116,113,113,0,2,11.3,météo très défavorable
3/10/10,7,0,33,-3,6,3,0,74,10,1024,28,7,0,-6,116,116,116,0,2,11.3,météo très défavorable
3/11/10,6,0,22,-3,5,1,0,91,10,1020,15.375,6,0,-5,113,116,113,0,2,11.4,météo très défavorable
3/12/10,6,0,13,-2,6,1,0,94,6.5,1023,46.75,6,1,-1,260,113,116,0,2,10.1,météo très défavorable
3/13/10,7,0,12,2,7,4,0,91,6.75,1030,73.5,7,2,1,143,122,119,0,1,5.7,météo très défavorable
3/14/10,7,0,16,1,7,5,0,89,8,1031,52.875,7,3,1,119,119,116,0,1,7.2,météo très défavorable
3/15/10,12,0,19,2,12,6,0,94,6.5,1029,47.125,12,6,1,248,116,113,0,1,11.5,météo très défavorable
3/16/10,12,0,9,1,12,6,0,81,8,1028,23.875,14,4,3,143,116,116,0,1,11.6,météo très défavorable
3/17/10,15,0,15,3,14,9,0,83,10,1027,26.125,16,6,6,116,113,116,0,2,11.6,météo très défavorable
3/18/10,16,0,21,5,16,12,0,65,10,1024,44.625,17,7,7,116,116,119,0,3,10.3,météo très défavorable
3/19/10,18,0,22,10,18,14,0.6,92,8,1019,67.125,18,12,10,143,113,122,0,4,8.9,météo très défavorable
3/20/10,16,0,27,11,16,14,1.1,94,10,1013,89.25,16,12,9,122,119,119,0,3,6.2,météo très défavorable
3/21/10,13,0,22,8,10,8,0.2,93,10,1023,71.875,13,12,5,122,122,113,0,3,7.6,météo très défavorable
3/22/10,14,0,11,4,13,9,0,88,7,1024,5.5,15,9,7,143,113,113,0,1,11.6,météo très défavorable
3/23/10,15,0,11,4,14,10,0,87,7,1021,16,16,8,7,143,113,116,0,2,11.6,météo très défavorable
3/24/10,18,0,21,8,18,14,0,88,9.875,1012,49.625,18,10,11,116,122,116,0,3,10.3,météo très défavorable
3/25/10,15,0,25,10,12,13,0.2,91,9.625,1005,52.125,15,12,8,119,119,113,0,3,9,météo très défavorable
3/26/10,11,0,27,7,11,9,0,81,9,1008,60,12,7,5,143,116,119,0,3,9,météo très défavorable
3/27/10,12,0,18,6,12,9,0.5,94,9,1013,80.375,12,8,6,122,119,119,0,2,6.4,météo très défavorable
3/28/10,12,0,23,8,11,11,0,89,10,1014,85.5,12,10,7,119,122,122,0,2,6.4,météo très défavorable
3/29/10,16,0,16,10,16,13,0.5,96,8.75,1009,66.125,16,12,10,143,119,116,0,3,9,météo très défavorable
3/30/10,11,0,30,9,11,6,0,93,9,999,67,12,10,0,122,116,113,0,2,9,météo très défavorable
3/31/10,8,0,36,4,8,4,0,83,10,1006,51.125,8,4,-1,116,119,113,0,2,7.7,météo très défavorable
4/1/10,10,0,20,2,10,6,0,80,10,1015,27.625,10,2,1,113,116,113,0,2,10.3,météo très défavorable
4/2/10,7,0,27,4,7,7,1.2,98,8.75,1015,62.875,8,7,1,116,122,143,0,2,7.8,météo très défavorable
4/3/10,10,0,24,5,9,8,1.8,100,9.875,1009,87.375,10,9,0,122,122,116,0,2,7.8,météo très défavorable
4/4/10,10,0,29,6,9,6,0.4,91,9.75,1022,65.5,10,6,0,122,119,113,0,2,9.1,météo très défavorable
4/5/10,13,0,14,2,13,9,0,89,9,1028,26.25,13,8,6,116,113,113,0,1,11.6,météo très défavorable
4/6/10,17,0,18,4,16,12,0,90,9,1026,11.375,18,10,8,113,113,116,0,1,11.6,météo très défavorable
4/7/10,16,0,17,8,16,11,0.3,94,9.875,1022,28.875,17,10,5,113,116,116,0,3,11.6,météo très défavorable
4/8/10,13,0,20,8,13,10,0.2,82,8.75,1032,60.25,13,8,6,122,116,113,0,2,10.3,météo très défavorable
4/9/10,16,0,16,4,15,12,0,90,10,1033,6.375,16,8,7,113,113,113,0,3,11.6,météo très défavorable
4/10/10,15,0,19,6,15,11,0,80,8,1033,15.25,15,7,5,113,113,113,0,2,11.6,météo très défavorable
4/11/10,13,0,25,4,13,9,0,81,10,1027,38.625,13,4,3,116,113,119,0,3,9.1,météo très défavorable
4/12/10,13,0,25,3,11,10,0.1,86,10,1022,32,13,5,3,116,113,113,0,2,10.4,météo très défavorable
4/13/10,14,0,23,7,14,11,1.6,88,9.875,1018,64.625,14,9,6,116,119,116,0,2,9.1,météo très défavorable
4/14/10,15,0,16,5,14,11,0.2,84,10,1017,33.5,15,7,5,116,113,113,0,3,11.6,météo très défavorable
4/15/10,15,0,20,5,15,11,0.2,84,9.875,1020,28.375,15,8,6,113,116,116,0,3,11.6,météo très défavorable
4/16/10,14,0,21,5,14,10,0,82,10,1024,5.75,14,5,4,113,113,113,0,3,11.6,météo très défavorable
4/17/10,16,0,12,3,16,12,0,89,10,1024,24.375,17,7,6,116,116,113,0,2,11.6,météo très défavorable
4/18/10,20,0,12,6,20,14,0,90,10,1017,14.125,24,9,8,113,113,116,0,2,11.6,météo favorable
4/19/10,19,0,13,6,19,14,0,78,9,1017,24.625,24,9,7,116,113,116,0,2,11.6,météo favorable
4/20/10,16,0,16,6,16,11,0,71,10,1020,2.75,18,9,5,113,113,113,0,3,11.6,météo très défavorable
4/21/10,15,0,17,5,15,11,0,74,10,1020,11.875,17,6,4,113,113,113,0,2,11.6,météo très défavorable
4/22/10,14,0,17,4,14,11,0,69,10,1019,26.875,14,5,5,116,113,113,0,3,11.6,météo très défavorable
4/23/10,17,0,12,5,17,13,0,83,10,1016,6.625,19,10,9,113,113,113,0,3,11.6,météo très défavorable
4/24/10,22,0,7,8,21,16,0,77,10,1019,1.625,26,11,10,113,113,113,0,3,11.6,météo favorable
4/25/10,21,0,20,11,21,16,0.2,95,9.875,1024,21.125,24,13,10,113,116,113,0,3,11.6,météo favorable
4/26/10,17,0,12,9,16,14,0,94,5.5,1029,50.625,17,10,8,143,116,113,0,2,10.5,météo très défavorable
4/27/10,19,0,10,8,19,16,0,88,7.75,1029,20.75,20,11,11,113,113,113,0,2,14.5,météo favorable
4/28/10,23,0,13,11,23,19,0,78,10,1026,13.625,25,13,14,113,113,113,0,3,14.5,météo favorable
4/29/10,25,0,22,14,25,20,0,82,10,1017,16.375,26,16,17,113,113,116,0,4,14.5,météo favorable
4/30/10,16,0,12,11,16,14,0,73,10,1014,66,16,12,12,119,119,119,0,4,10.3,météo très défavorable
5/1/10,16,0,12,10,16,12,0,94,10,1014,42.875,16,10,11,113,116,116,0,4,13.4,météo très défavorable
5/2/10,14,0,17,9,14,10,0.2,97,8.875,1011,55.125,14,9,5,116,200,116,0,2,13.4,météo très défavorable
5/3/10,9,0,25,5,8,7,0.1,77,10,1021,96.625,9,6,3,122,122,122,0,2,9.3,météo très défavorable
5/4/10,12,0,30,5,12,10,0,67,10,1022,45.875,12,3,3,116,116,116,0,2,14.5,météo très défavorable
5/5/10,12,0,28,4,12,10,0,73,10,1020,13.375,12,3,4,113,116,113,0,2,14.5,météo très défavorable
5/6/10,15,0,20,5,14,11,0,70,10,1011,22.875,15,5,6,113,116,116,0,3,14.5,météo très défavorable
5/7/10,12,0,13,5,12,11,0,74,8.75,1009,71.25,13,6,7,119,122,116,0,3,10.4,météo très défavorable
5/8/10,15,0,10,7,15,12,0.3,94,10,1010,48.75,16,10,8,116,116,116,0,3,13.5,météo très défavorable
5/9/10,16,0,15,7,16,14,0,83,6.25,1010,62.75,16,9,8,248,116,113,0,2,12.5,météo très défavorable
5/10/10,16,0,19,8,16,12,0.3,92,9,1008,79,16,10,6,119,116,122,0,3,10.4,météo très défavorable
5/11/10,7,0,18,5,6,5,0.3,96,9,1010,95,7,6,0,122,122,122,0,2,9.4,météo très défavorable
5/12/10,10,0,17,5,9,8,0,74,8,1015,71.75,10,4,5,116,122,119,0,1,10.4,météo très défavorable
5/13/10,10,0,12,5,10,9,0.2,84,9,1015,68.875,11,4,6,116,122,119,0,2,9.5,météo très défavorable
5/14/10,12,0,7,7,11,11,0.2,81,9.375,1014,60.875,13,6,6,116,119,116,0,2,11.5,météo très défavorable
5/15/10,15,0,15,7,15,13,0,83,9,1017,20.875,15,7,5,113,116,116,0,1,14.5,météo très défavorable
5/16/10,17,0,15,8,16,13,0,86,7.75,1021,44.625,17,8,7,116,116,116,0,1,14.5,météo très défavorable
5/17/10,17,0,16,10,16,15,0.2,81,9,1027,49.375,17,10,7,143,119,113,0,3,12.5,météo très défavorable
5/18/10,16,0,9,9,16,15,0,76,8,1030,37.875,17,9,11,116,116,119,0,1,13.5,météo très défavorable
5/19/10,18,0,14,8,18,16,0,80,10,1030,3,20,12,10,113,113,113,0,3,14.5,météo favorable
5/20/10,20,0,13,9,19,18,0,93,8,1032,2.5,24,14,12,113,113,113,0,2,14.5,météo favorable
5/21/10,22,0,15,11,21,19,0,86,7.75,1031,15.5,25,16,14,113,113,113,0,3,14.5,météo favorable
5/22/10,22,0,17,12,22,20,0,72,8.75,1028,19.375,25,14,16,116,113,113,0,4,14.5,météo favorable
5/23/10,25,0,13,13,24,22,0,86,8.75,1024,14.125,27,19,17,113,113,113,0,4,15.4,météo favorable
5/24/10,27,0,8,17,27,24,0,82,10,1019,1.25,33,19,18,113,113,113,0,4,15.8,météo favorable
5/25/10,28,0,14,18,28,20,0,94,8.75,1012,24.75,29,17,15,113,116,200,0,4,15.8,météo favorable
5/26/10,20,0,24,16,20,15,1.2,93,8.75,1009,73.875,20,16,11,122,116,116,0,4,13.7,météo très défavorable
5/27/10,18,0,15,11,18,15,0.7,97,5,1011,82.625,18,15,11,143,119,143,0,3,12.8,météo très défavorable
5/28/10,19,0,10,10,18,16,0,79,6.5,1019,38.75,20,12,9,143,113,113,0,2,15.9,météo favorable
5/29/10,17,0,22,12,15,13,0,96,10,1019,59.375,17,13,11,113,119,122,0,3,13.7,météo très défavorable
5/30/10,15,0,22,12,14,14,0.6,94,10,1015,93.375,15,14,10,122,122,122,0,3,11.9,météo très défavorable
5/31/10,16,0,14,11,16,15,0,96,9,1020,42.125,16,10,9,113,122,116,0,4,15.6,météo très défavorable
6/1/10,16,0,8,11,16,12,0.7,98,5.25,1020,86.5,16,13,12,119,119,248,0,2,12.9,météo très défavorable
6/2/10,21,0,15,12,20,19,0,79,7.5,1020,38.375,24,15,14,119,113,113,0,3,16,météo favorable
6/3/10,23,0,19,12,22,20,0,82,10,1021,0,25,17,17,113,113,113,0,4,16,météo favorable
6/4/10,26,0,7,15,26,24,0,85,9,1020,0.5,31,21,18,113,113,113,0,4,16,météo favorable
6/5/10,28,0,9,18,28,25,0,78,10,1020,18.125,29,19,20,113,116,113,0,4,16,météo favorable
6/6/10,22,0,17,18,20,20,0,92,9.75,1015,35.25,25,19,14,200,116,116,0,5,16,météo favorable
6/7/10,22,0,10,13,21,20,0,81,8.75,1016,31.25,25,17,16,113,113,116,0,4,16,météo favorable
6/8/10,20,0,16,16,20,17,0.4,97,9,1008,61.125,20,16,16,116,119,143,0,4,13.8,météo très défavorable
6/9/10,18,0,12,14,17,18,0.9,98,5,1006,72,19,16,15,248,116,116,0,3,14.7,météo très défavorable
6/10/10,21,0,12,16,18,21,0.1,98,3,1004,84.625,24,20,18,143,248,116,0,3,13.8,météo très défavorable
6/11/10,25,0,11,16,24,21,0,92,8.75,1009,35.875,27,19,17,116,116,113,0,4,16.1,météo favorable
6/12/10,20,0,14,13,19,18,1.1,88,6.875,1018,66.375,21,15,12,248,116,113,0,3,14.7,météo très défavorable
6/13/10,18,0,8,10,17,17,0,84,10,1018,23.375,21,14,12,113,119,113,0,4,16.1,météo très défavorable
6/14/10,17,0,11,13,17,16,0,95,8,1017,51,18,16,13,143,116,116,0,3,16.1,météo très défavorable
6/15/10,20,0,26,13,20,17,0.1,84,10,1021,43.125,20,12,13,122,113,113,0,4,15.6,météo favorable
6/16/10,20,0,26,10,20,19,0,64,10,1021,19.625,20,12,15,116,113,113,0,4,16.1,météo favorable
6/17/10,18,0,15,14,18,15,0.1,83,10,1017,36,19,12,14,116,113,116,0,5,16.1,météo favorable
6/18/10,20,0,17,13,19,17,0,82,8,1017,26.125,21,12,11,116,113,113,0,3,16.1,météo favorable
6/19/10,14,0,21,10,14,12,0.2,84,10,1016,75.5,14,10,8,116,122,119,0,3,13.9,météo très défavorable
6/20/10,14,0,19,9,13,13,0.2,78,10,1021,77.25,14,7,9,119,119,119,0,2,13,météo très défavorable
6/21/10,17,0,12,10,17,17,0,88,9,1023,51.875,18,11,12,116,119,116,0,3,14.7,météo très défavorable
6/22/10,22,0,13,11,21,21,0,84,7.75,1025,23.375,24,16,14,113,113,113,0,3,16.1,météo favorable
6/23/10,24,0,10,15,24,23,0,83,9,1024,3.625,29,21,18,113,113,113,0,2,16.1,météo favorable
6/24/10,26,0,13,14,26,24,0,78,10,1021,4.25,29,21,17,113,113,113,0,4,16.1,météo favorable
6/25/10,26,0,9,15,26,24,0,79,10,1019,5.25,28,18,18,113,113,113,0,4,16.1,météo favorable
6/26/10,28,0,9,18,28,26,0,81,8,1017,8.75,32,19,20,113,113,113,0,3,16.1,météo favorable
6/27/10,29,0,10,20,29,25,0.1,88,10,1018,21.5,30,21,20,113,116,113,0,5,16.1,météo favorable
6/28/10,29,0,13,19,29,26,0,73,10,1020,29.625,30,20,21,116,113,113,0,5,16.1,météo favorable
6/29/10,27,0,10,17,26,24,0,70,10,1022,28.875,27,16,18,116,113,113,0,5,16.1,météo favorable
6/30/10,29,0,5,18,29,28,0,75,10,1022,11.875,31,21,20,113,113,113,0,5,16.1,météo favorable
7/1/10,31,0,14,21,31,27,0,61,10,1017,15.875,32,20,26,113,113,116,0,4,16.1,météo favorable
7/2/10,33,0,14,22,33,23,0,91,10,1014,15.625,35,21,21,113,113,116,0,6,16.1,météo favorable
7/3/10,21,0,14,18,19,21,0.1,97,5.5,1022,73.125,24,18,17,143,122,113,0,4,14.7,météo très défavorable
7/4/10,25,0,10,15,24,24,0,74,10,1024,4.75,27,17,17,113,113,113,0,4,16,météo favorable
7/5/10,23,0,16,16,21,21,0.3,94,9.875,1024,45.375,25,18,15,122,119,113,0,4,14.7,météo très défavorable
7/6/10,24,0,9,14,24,23,0,73,7.75,1026,26.5,26,18,16,113,113,113,0,3,16,météo favorable
7/7/10,29,0,5,17,28,26,0,78,10,1024,7.25,32,19,19,113,113,113,0,4,16,météo favorable
7/8/10,31,0,7,20,30,29,0,76,10,1020,0.625,37,22,20,113,113,113,0,4,16,météo favorable
7/9/10,33,0,14,20,32,30,0,89,10,1018,18.25,35,21,21,116,113,113,0,5,16,météo favorable
7/10/10,28,0,9,18,27,26,0,71,8.75,1020,42.875,30,19,23,113,116,116,0,4,16,météo favorable
7/11/10,30,0,12,21,30,28,0.2,76,9.875,1017,17.875,29,20,20,113,113,113,0,5,16,météo favorable
7/12/10,24,0,15,18,22,24,3.7,96,9.25,1015,45,26,19,17,200,113,116,0,4,15.5,météo favorable
7/13/10,25,0,17,18,25,22,0,73,9,1013,39.5,26,18,22,116,122,113,0,4,12.6,météo très défavorable
7/14/10,20,0,21,18,19,20,0.1,93,10,1009,33.75,25,17,16,116,122,113,0,5,12.6,météo très défavorable
7/15/10,22,0,24,15,21,22,0,70,10,1015,35,25,14,17,116,116,113,0,4,13.5,météo favorable
7/16/10,24,0,20,17,23,22,0,63,10,1017,27.625,25,14,17,113,119,113,0,5,13.5,météo très défavorable
7/17/10,22,0,16,16,22,20,0,74,10,1025,18.625,24,13,15,113,116,113,0,4,14.5,météo favorable
7/18/10,25,0,9,14,25,22,0,67,8,1029,10.625,26,14,17,113,113,113,0,2,14.5,météo favorable
7/19/10,29,0,8,17,29,26,0,57,10,1025,6.75,32,15,20,113,113,113,0,4,14.5,météo favorable
7/20/10,31,0,9,19,31,28,0,61,10,1017,11,33,18,23,113,113,113,0,4,14.5,météo favorable
7/21/10,23,0,18,18,23,20,0.2,86,9.375,1011,36.875,25,16,17,116,113,116,0,5,14.5,météo favorable
7/22/10,24,0,13,15,24,22,0,75,7.75,1016,49.25,25,16,17,113,122,116,0,3,12.5,météo très défavorable
7/23/10,21,0,16,15,21,19,0.8,91,9.625,1022,33.625,24,15,15,116,200,113,0,4,14.5,météo très défavorable
7/24/10,23,0,4,14,23,20,0,72,7.5,1025,64,25,14,18,116,119,119,0,3,12.5,météo très défavorable
7/25/10,20,0,12,16,20,20,0.1,89,10,1021,70.375,20,15,16,119,122,116,0,4,12.5,météo très défavorable
7/26/10,23,0,21,15,23,20,0.7,97,5.25,1017,85.5,25,17,17,248,119,119,0,3,9.5,météo très défavorable
7/27/10,26,0,9,16,24,23,0.4,91,7.375,1020,68.25,28,18,18,122,116,116,0,4,13.5,météo très défavorable
7/28/10,26,0,16,17,24,22,0,85,6.5,1020,50.5,26,17,17,248,113,113,0,4,13.5,météo favorable
7/29/10,22,0,14,14,21,20,0,75,7.75,1016,48.125,24,13,14,116,119,116,0,3,12.5,météo très défavorable
7/30/10,25,0,8,14,25,22,0.1,85,7.75,1016,36.75,26,15,15,116,116,116,0,3,14.5,météo favorable
7/31/10,27,0,13,18,26,24,0.1,84,10,1016,44,27,16,18,116,116,116,0,4,14.5,météo favorable
8/1/10,22,0,11,16,22,21,0,84,10,1016,51.25,25,15,16,116,113,113,0,5,12.5,météo favorable
8/2/10,24,0,11,15,24,19,0.9,96,6.75,1018,45.5,25,15,14,116,116,113,0,3,14.5,météo favorable
8/3/10,24,0,12,14,24,21,0,73,7.5,1019,55.25,25,13,16,116,116,116,0,3,14.5,météo très défavorable
8/4/10,22,0,16,16,21,19,0.1,96,8.875,1015,65.875,24,15,13,122,116,200,0,3,12.4,météo très défavorable
8/5/10,21,0,17,13,21,19,0,76,6.5,1016,55.75,21,13,12,143,119,116,0,3,13.5,météo très défavorable
8/6/10,24,0,8,12,23,20,0,64,7.75,1018,40,25,13,16,116,113,116,0,2,13.5,météo favorable
8/7/10,25,0,16,16,25,19,0.5,97,9,1019,56.625,26,15,16,116,119,119,0,4,11.4,météo très défavorable
8/8/10,24,0,11,14,24,21,0,84,7.5,1020,62.5,26,14,16,119,119,116,0,3,13.5,météo très défavorable
8/9/10,26,0,12,16,23,23,0,76,7.5,1020,68.25,27,15,18,116,122,116,0,3,11.4,météo très défavorable
8/10/10,26,0,19,16,26,21,0,76,8,1016,40.875,26,14,19,113,116,119,0,3,12.4,météo favorable
8/11/10,24,0,12,17,22,21,1,82,9.875,1015,86,25,17,17,122,119,122,0,4,10.3,météo très défavorable
8/12/10,22,0,15,13,22,19,0.2,78,7.875,1018,33.125,24,13,13,143,116,113,0,4,14.5,météo favorable
